City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,mazamari,-11.3258,-74.5308,25.86,71,92,1.81,PE,1730415767
365,caister-on-sea,52.6481,1.7265,10.51,93,0,3.63,GB,1730415768
366,shiguai,40.7058,110.2856,6.43,88,2,1.06,CN,1730415769
367,enewetak,11.3474,162.3373,28.73,77,86,7.36,MH,1730415770
368,pacora,9.0833,-79.2833,26.23,94,75,1.54,PA,1730415771
369,anaconda,46.1285,-112.9423,3.8,54,100,3.32,US,1730415773
370,harper,4.375,-7.7169,25.02,89,88,1.59,LR,1730415774
371,xilin hot,43.9667,116.0333,2.36,60,5,2.25,CN,1730415775
372,saint-joseph,-21.3667,55.6167,21.21,80,91,3.75,RE,1730415776
373,hassi messaoud,31.6804,6.0729,21.92,49,0,1.54,DZ,1730415777
374,wenchang,30.904,118.4887,15.61,97,100,3.82,CN,1730415778
375,khandyga,62.6667,135.6,-19.63,97,100,0.44,RU,1730415780
376,kodinar,20.7903,70.7031,26.59,52,0,4.09,IN,1730415781
377,praia da vitoria,38.7333,-27.0667,20.14,94,75,7.47,PT,1730415782
378,princeville,45.7668,-61.2985,14.27,94,89,1.85,CA,1730415783
379,simanggang,1.2472,111.4528,23.99,100,100,0.0,MY,1730415786
380,tralee,52.2704,-9.7026,11.82,86,99,0.9,IE,1730415787
381,port elizabeth,-33.918,25.5701,17.16,94,0,4.63,ZA,1730415788
382,jilin,43.0,126.0,7.71,93,94,1.91,CN,1730415789
383,neiafu,-18.65,-173.9833,29.38,70,40,4.12,TO,1730415790
384,kitee,62.1,30.15,-1.47,92,11,1.56,FI,1730415791
385,campbell river,50.0163,-125.2446,10.25,87,75,6.17,CA,1730415793
386,alaghsas,17.0187,8.0168,25.09,15,89,5.8,NE,1730415794
387,mangai,-4.05,19.5333,20.93,98,98,0.7,CD,1730415795
388,lasem,-6.6922,111.4527,26.88,76,100,1.81,ID,1730415796
389,kuybyshev,55.4475,78.3218,-1.81,83,10,2.74,RU,1730415799
390,tondano,1.3038,124.9112,22.05,71,64,0.69,ID,1730415801
391,marsh harbour,26.5412,-77.0636,25.6,68,6,10.38,BS,1730415616
392,kolokani,13.5728,-8.0339,26.79,28,54,1.91,ML,1730415805
393,kabalo,-6.05,26.9167,21.22,96,99,0.85,CD,1730415806
394,kalmunai,7.4167,81.8167,25.57,86,100,2.76,LK,1730415807
395,bria,6.5423,21.9863,20.95,97,100,1.18,CF,1730415808
396,murmashi,68.8154,32.8115,-5.77,79,0,5.0,RU,1730415809
397,murzuq,25.9155,13.9184,19.6,43,11,3.61,LY,1730415810
398,artemisa,22.814,-82.7561,24.74,75,44,6.39,CU,1730415812
399,yancheng,33.3856,120.1253,15.75,85,100,5.99,CN,1730415813
400,colon,9.3592,-79.9014,26.72,89,100,0.45,PA,1730415814
401,geraldton,-28.7667,114.6,18.23,94,78,1.54,AU,1730415651
402,torghay,49.6339,63.4981,1.58,92,31,5.11,KZ,1730415816
403,stefan voda,46.5153,29.6631,12.0,70,100,2.87,MD,1730415818
404,kushiro,42.975,144.3747,6.53,81,85,1.03,JP,1730415819
405,maues,-3.3836,-57.7186,25.78,80,99,1.36,BR,1730415821
406,pacific grove,36.6177,-121.9166,16.88,82,20,3.58,US,1730415822
407,luganville,-15.5333,167.1667,26.25,84,96,2.98,VU,1730415824
408,margate,51.3813,1.3862,12.05,90,2,3.08,GB,1730415825
409,las tablas,7.7667,-80.2833,24.54,99,100,0.42,PA,1730415826
410,rabo de peixe,37.8,-25.5833,19.73,99,75,6.17,PT,1730415827
411,funafuti,-8.5243,179.1942,30.0,74,75,4.12,TV,1730415603
412,guerrero negro,27.9769,-114.0611,21.15,47,83,6.35,MX,1730415691
413,acarau,-2.8856,-40.12,25.65,77,81,7.07,BR,1730415831
414,hasaki,35.7333,140.8333,21.76,59,75,5.64,JP,1730415832
415,pathein,16.7833,94.7333,24.65,91,42,2.56,MM,1730415833
416,yuzhno-kurilsk,44.0306,145.8556,11.22,70,46,1.98,RU,1730415834
417,arrifes,37.7667,-25.7,19.14,83,75,6.17,PT,1730415835
418,abalak,58.1286,68.5944,-0.02,84,26,4.57,RU,1730415836
419,urangan,-25.3,152.9,24.13,75,17,9.17,AU,1730415838
420,marco island,25.9363,-81.7157,27.0,72,20,7.56,US,1730415839
421,bodo,67.28,14.405,2.02,64,75,5.14,NO,1730415840
422,masterton,-40.9597,175.6575,18.28,55,42,5.75,NZ,1730415841
423,mar del plata,-38.0023,-57.5575,19.01,92,75,7.2,AR,1730415842
424,green river,41.5286,-109.4662,3.32,69,100,2.68,US,1730415843
425,tippi,7.2,35.45,19.61,74,95,1.2,ET,1730415845
426,barcelos,41.5388,-8.6151,14.8,86,84,2.21,PT,1730415846
427,palikir - national government center,6.9248,158.1611,28.58,76,100,5.36,FM,1730415847
428,sal rei,16.1833,-22.9167,25.95,74,100,5.27,CV,1730415848
429,sotuta,20.6,-89.0167,24.99,92,74,2.13,MX,1730415849
430,kargasok,59.0556,80.8572,-1.65,86,100,2.19,RU,1730415851
431,ramshir,30.8946,49.4092,23.04,33,63,3.15,IR,1730415852
432,novyy urengoy,66.0833,76.6333,-5.44,94,99,6.74,RU,1730415854
433,la tuque,47.4334,-72.7824,8.14,93,100,6.69,CA,1730415855
434,miechow,50.3565,20.0279,8.51,79,100,4.6,PL,1730415856
435,radom,51.4025,21.1471,10.63,76,75,6.17,PL,1730415858
436,magadan,59.5667,150.8,-9.54,69,100,4.53,RU,1730415859
437,kayangel,8.0823,134.7173,28.72,75,95,5.5,PW,1730415860
438,at taj,24.2049,23.2857,16.98,54,0,4.4,LY,1730415861
439,alo,6.5486,4.2686,26.7,85,88,1.78,NG,1730415862
440,sesheke,-17.4759,24.2968,24.72,56,100,4.28,ZM,1730415863
441,taro,-8.3862,115.28,22.58,89,98,0.55,ID,1730415865
442,katsuura,35.1333,140.3,22.18,64,98,5.19,JP,1730415866
443,tual,-5.6667,132.75,28.7,76,97,3.43,ID,1730415867
444,christchurch,-43.5333,172.6333,19.39,45,100,5.14,NZ,1730415205
445,djidiouia,35.9299,0.8287,20.94,50,0,2.88,DZ,1730415869
446,minas de matahambre,22.5887,-83.9447,25.22,78,87,4.68,CU,1730415870
447,bairnsdale,-37.8333,147.6167,13.36,59,0,1.34,AU,1730415872
448,rio preto da eva,-2.6994,-59.6997,29.07,53,100,0.96,BR,1730415873
449,tocopilla,-22.092,-70.1979,18.3,76,15,2.87,CL,1730415874
450,prince rupert,54.3161,-130.3201,10.05,72,0,2.57,CA,1730415603
451,saint-francois,46.4154,3.9054,10.79,100,100,3.09,FR,1730415876
452,kapuskasing,49.4169,-82.4331,1.05,93,100,4.12,CA,1730415878
453,vernon,50.2581,-119.2691,8.29,75,98,0.51,CA,1730415736
454,beledweyne,4.7358,45.2036,26.35,77,45,7.14,SO,1730415880
455,tres palos,18.1833,-101.6167,26.42,83,89,2.22,MX,1730415881
456,chibougamau,49.9168,-74.3659,0.79,93,100,1.03,CA,1730415882
457,gryazovets,58.88,40.2525,-1.98,86,8,2.61,RU,1730415883
458,colonia,50.9333,6.95,9.98,90,0,2.06,DE,1730415885
459,waingapu,-9.6567,120.2641,26.56,81,100,1.75,ID,1730415886
460,semnan,35.5729,53.3971,11.78,47,1,0.76,IR,1730415887
461,as sulayyil,20.4607,45.5779,24.2,28,16,3.86,SA,1730415888
462,tongchuanshi,35.0806,109.0897,10.07,94,100,0.59,CN,1730415889
463,sidi ifni,29.3797,-10.173,17.3,73,0,2.08,MA,1730415890
464,wuwei,37.9281,102.6414,6.6,52,100,0.99,CN,1730415893
465,wanning,18.8003,110.3967,21.34,80,87,1.88,CN,1730415894
466,san clemente del tuyu,-36.3569,-56.7235,18.25,92,84,8.13,AR,1730415895
467,sincik,38.0368,38.6149,10.06,25,84,1.32,TR,1730415896
468,nagqu,31.5,92.0,-4.32,27,97,0.91,CN,1730415898
469,beau vallon,-20.4189,57.6953,23.13,83,40,5.66,MU,1730415899
470,gaigeturi,33.4644,126.3183,18.03,94,100,9.26,KR,1730415900
471,pembroke,45.8168,-77.1162,19.54,80,100,4.88,CA,1730415901
472,souillac,-20.5167,57.5167,23.21,83,40,5.66,MU,1730415902
473,champerico,14.3,-91.9167,28.77,76,14,3.38,GT,1730415903
474,diawara,15.022,-12.5437,31.63,29,82,3.33,SN,1730415905
475,calipatria,33.1256,-115.5142,26.58,20,0,0.99,US,1730415906
476,fortuna foothills,32.6578,-114.4119,27.03,13,0,2.06,US,1730415834
477,mikhaylovskoye,51.8239,79.7172,2.21,86,96,3.1,RU,1730415908
478,kuqa,41.7278,82.9364,8.49,57,9,0.1,CN,1730415909
479,queenstown,-31.8976,26.8753,11.83,81,52,0.25,ZA,1730415910
480,shache,38.4167,77.2406,8.7,41,2,1.47,CN,1730415912
481,praia,14.9215,-23.5087,25.3,78,40,4.63,CV,1730415913
482,kavalerovo,44.2661,135.0572,9.44,84,93,0.82,RU,1730415914
483,palmer,42.1584,-72.3287,22.51,54,75,3.6,US,1730415915
484,palmeira das missoes,-27.8994,-53.3136,20.74,68,17,3.46,BR,1730415916
485,hotan,37.0997,79.9269,9.88,32,91,3.05,CN,1730415918
486,ludington,43.9553,-86.4526,13.1,70,100,9.26,US,1730415864
487,walvis bay,-22.9575,14.5053,15.53,82,71,1.54,NA,1730415920
488,turaif,31.6725,38.6637,16.14,55,40,5.14,SA,1730415922
489,enshi,30.3,109.4833,13.8,83,19,1.24,CN,1730415924
490,bennington,42.8781,-73.1968,20.64,67,28,2.83,US,1730415925
491,yeppoon,-23.1333,150.7333,26.09,61,14,2.35,AU,1730415926
492,amos,48.5669,-78.1162,2.03,93,100,2.67,CA,1730415927
493,medina,24.4686,39.6142,18.24,94,75,8.23,SA,1730415928
494,lenti,46.624,16.5386,11.45,91,94,0.61,HU,1730415929
495,smithers,54.7804,-127.1743,5.18,81,100,3.09,CA,1730415931
496,bartica,6.4,-58.6167,26.63,76,29,2.3,GY,1730415932
497,susuman,62.7833,148.1667,-24.92,99,98,0.41,RU,1730415933
498,brokopondo,4.75,-55.1667,28.02,72,73,4.72,SR,1730415934
499,miguel ahumada,30.6167,-106.5167,23.51,15,25,3.12,MX,1730415935
500,chimbote,-9.0853,-78.5783,18.13,79,42,4.03,PE,1730415936
501,mpika,-11.8343,31.4529,18.08,85,94,3.34,ZM,1730415938
502,puerto santa,-8.9906,-78.6456,17.9,81,43,4.25,PE,1730415939
503,beas de segura,38.2524,-2.8888,15.58,71,89,0.27,ES,1730415940
504,kismayo,-0.3582,42.5454,25.72,79,27,5.76,SO,1730415941
505,puerto baquerizo moreno,-0.9,-89.6,22.55,78,75,7.2,EC,1730415942
506,flekkefjord,58.2971,6.6607,11.05,92,99,9.03,NO,1730415943
507,olyokminsk,60.3736,120.4264,-16.74,98,94,1.1,RU,1730415945
508,talara,-4.5772,-81.2719,20.42,77,0,7.2,PE,1730415946
509,guatrache,-37.6678,-63.5302,23.21,55,87,4.93,AR,1730415947
510,tiszakecske,46.9326,20.1035,9.01,74,97,2.9,HU,1730415948
511,cedral,23.8,-100.7333,26.07,26,48,4.42,MX,1730415949
512,eraan,9.0629,117.7016,27.25,83,100,4.01,PH,1730415950
513,la grande,45.3246,-118.0877,7.94,57,100,2.61,US,1730415727
514,benghazi,32.1167,20.0667,20.59,63,9,6.02,LY,1730415856
515,fort saskatchewan,53.7168,-113.2187,0.56,86,100,2.57,CA,1730415955
516,encheng,22.1839,112.3026,19.77,61,32,2.12,CN,1730415956
517,mount isa,-20.7333,139.5,26.87,57,26,3.6,AU,1730415958
518,bel ombre,-4.6167,55.4167,24.91,94,75,4.12,SC,1730415959
519,la ronge,55.1001,-105.2842,-0.88,64,75,4.63,CA,1730415960
520,sosnogorsk,63.6023,53.8817,1.65,82,100,3.91,RU,1730415961
521,spanish wells,26.323,-81.7957,26.99,62,0,6.17,US,1730415964
522,quepos,9.4236,-84.1652,25.53,90,100,1.55,CR,1730415965
523,kavaratti,10.5669,72.642,27.42,67,46,1.4,IN,1730415966
524,chopda,21.25,75.3,23.16,50,0,1.1,IN,1730415967
525,petatlan,17.5167,-101.2667,32.89,78,97,1.66,MX,1730415971
526,pointe-noire,-4.7761,11.8635,24.88,84,81,2.43,CG,1730415972
527,alotau,-10.3069,150.4462,29.05,59,90,1.75,PG,1730415973
528,ingeniero jacobacci,-41.3427,-69.5448,22.46,15,19,3.14,AR,1730415974
529,changleng,28.7,115.8167,17.86,81,100,7.0,CN,1730415975
530,teshi old town,5.5836,-0.1072,26.76,81,27,3.21,GH,1730415977
531,korla,41.7597,86.1469,8.21,57,8,1.57,CN,1730415978
532,port sudan,19.6175,37.2164,29.8,73,7,2.04,SD,1730415979
533,voznesenskaya,44.5527,41.0318,10.35,73,95,2.98,RU,1730415980
534,gasa,31.5,34.4667,20.32,66,0,1.06,PS,1730415981
535,sinabang,2.4803,96.3801,26.01,82,100,0.86,ID,1730415982
536,kill devil hills,36.0307,-75.676,22.21,75,0,4.63,US,1730415799
537,pisco,-13.7,-76.2167,19.03,77,0,6.17,PE,1730415985
538,ak'ordat,15.5486,37.8867,30.04,46,98,1.13,ER,1730415986
539,itacarambi,-15.1022,-44.0919,21.77,77,100,0.63,BR,1730415987
540,thames,-37.1333,175.5333,20.12,47,18,3.37,NZ,1730415743
541,bafia,4.75,11.2333,21.11,97,100,0.17,CM,1730415989
542,villanueva,15.3167,-88.0,25.55,94,75,4.12,HN,1730415991
543,labytnangi,66.6572,66.4183,-0.55,93,100,6.56,RU,1730415992
544,washim,20.1,77.15,21.62,58,0,1.13,IN,1730415993
545,yangchun,22.1667,111.7833,18.81,62,61,2.68,CN,1730415994
546,callao,-12.0667,-77.15,22.62,72,0,4.63,PE,1730415995
547,bozoum,6.3193,16.3799,19.67,73,97,0.94,CF,1730415996
548,okhotsk,59.3833,143.3,-10.27,63,61,9.11,RU,1730415998
549,bandon,51.7469,-8.7425,12.77,93,4,1.17,IE,1730415999
550,broken hill,-31.95,141.4333,18.45,40,58,5.94,AU,1730416000
551,whitecourt,54.1502,-115.6855,-0.42,93,100,2.06,CA,1730416001
552,santiago,-33.4569,-70.6483,21.91,50,0,2.57,CL,1730416002
553,eral,8.6333,78.0167,27.04,79,100,0.84,IN,1730416004
554,port nelson,23.6333,-74.8333,26.87,72,38,13.4,BS,1730416005
555,novobod,39.0108,70.1508,7.6,36,97,2.04,TJ,1730416006
556,mili,6.0815,171.735,28.27,69,16,1.59,MH,1730416007
557,bandarbeyla,9.4942,50.8122,24.8,86,29,3.8,SO,1730416008
